Desease,Diagnosa,Link,embedding
hepatitis,genetic susceptibility association between viral infection and colorectal cancer risk: a two-sample mendelian randomization analysis. ,https://pubmed.ncbi.nlm.nih.gov/39123209/,"[-3.57560557e-03  2.66090641e-03 -2.41690758e-03 -1.66849664e-03
  1.03377388e-03 -9.95770912e-04 -5.53098798e-04  3.75753525e-03
 -1.06899871e-03 -9.63705010e-04  3.45176930e-04 -3.40411766e-03
 -2.37749355e-05  3.16441827e-03 -1.42301898e-04 -1.61843770e-03
  3.66227794e-03 -4.09579516e-05 -1.97717012e-03 -4.04725457e-03
  1.12695554e-04 -7.55962043e-04  2.83938134e-03 -1.58760944e-04
  1.24048046e-03 -5.31511963e-04 -1.03718985e-03 -1.86558662e-03
 -3.34774214e-03 -1.85777864e-03  2.48411554e-03  7.38500268e-04
  2.71812256e-04 -2.92481831e-03 -8.74502803e-05  2.74501904e-03
  1.06748682e-03 -2.87281093e-03  4.44226054e-04 -4.44265362e-03
  1.05048914e-03 -2.89699272e-03 -3.54432059e-03  7.20707583e-04
  2.15269602e-03 -7.33862224e-04 -3.53118870e-04 -3.61516792e-03
  7.09708431e-04  1.04189164e-03  1.78565783e-03 -4.55503911e-03
 -2.89643579e-03 -3.88438377e-04 -1.71652541e-03  7.32973975e-04
  2.21908791e-03  2.26562796e-03 -4.50506620e-03  1.35059387e-03
 -7.35311012e-04 -4.79661074e-04 -2.28030700e-03  2.01546564e-03
 -1.10380223e-03  3.63441394e-03  2.33379006e-03  1.72972621e-04
 -1.76728726e-03  2.15451862e-03 -9.19932674e-04  5.74883074e-04
  2.79463595e-03  8.89542454e-04  3.22538137e-04  5.75880462e-04
  2.24891279e-04  2.81964336e-03 -1.92672989e-04  1.63649180e-04
 -1.88487093e-03  3.79203266e-04  4.21244156e-04 -3.02966189e-04
 -6.03932014e-04 -1.87038188e-03  1.17469905e-03  3.89467669e-03
  4.21618205e-03 -2.24083822e-04  1.29644526e-03  1.20366702e-03
  1.39230362e-03 -3.97183001e-04  3.58445616e-03  5.76948398e-04
 -4.96928289e-04 -4.03973414e-03 -2.10416759e-03 -1.34159788e-03]"
hepatitis,genomic landscape of hepatocellular carcinoma in egyptian patients by whole exome sequencing.        ,https://pubmed.ncbi.nlm.nih.gov/39123171/,"[-2.8687464e-03  2.6080569e-03  2.0856792e-03  2.4191218e-03
  1.1487965e-03 -2.6260612e-03  1.3328739e-03  8.1543531e-03
 -1.5749694e-03 -1.3707668e-03  6.2364427e-04 -4.2540114e-03
  1.5531643e-04  4.0092771e-03  2.1141197e-03 -3.2511225e-03
  4.4730194e-03 -5.9363618e-04  1.2526317e-03 -5.1476406e-03
 -9.2458060e-05  1.6168049e-03  8.8289351e-04 -1.1387876e-03
  3.5188089e-03 -9.2611235e-04 -3.3807897e-03  1.6640443e-03
 -1.4603090e-03  6.3993240e-04  2.8066097e-03 -7.8959321e-04
  3.0606072e-03 -3.8483872e-03 -3.1492366e-03 -1.2417766e-03
  2.1045178e-03 -7.3023885e-04 -5.2224915e-04 -4.3576327e-03
 -2.2961518e-03 -4.0316916e-04  1.1299514e-03  7.2913169e-04
  4.8448588e-04  2.3286976e-03 -2.4730095e-03 -2.5518436e-03
  2.3109724e-03  4.5842794e-03 -1.7700093e-03 -3.2528944e-03
 -1.2095247e-03 -8.0223312e-04  6.2589342e-04  1.9004336e-04
  7.1467814e-04 -9.0786815e-04 -1.6547828e-03  2.4688204e-03
  2.6844820e-04 -9.4833720e-04  1.1514699e-03  1.0143880e-03
 -3.3222027e-03  2.8605873e-03 -1.5122741e-03  2.4691708e-03
 -4.5970050e-03  2.7960183e-03  3.4180147e-04  3.6163246e-03
  3.1329191e-03 -4.2850608e-03  1.5563233e-03  6.6113955e-04
  1.5612241e-03  1.3344596e-03 -4.1378681e-03  2.1266348e-03
 -1.1349033e-03 -2.2285853e-03 -3.5198710e-03  4.5300899e-03
 -2.4222108e-03 -2.7205625e-03 -2.9469121e-04  4.3257242e-03
  1.4066190e-03  1.7144242e-03  2.9266041e-03  8.9021871e-04
  2.0447986e-03 -4.2539588e-04  5.4934262e-03  5.3121117e-03
 -1.6096554e-03 -5.9026652e-03  1.8293200e-03 -9.8588869e-05]"
hepatitis,virus and viral components transmitted through surgical smoke; a silent danger in operating room: a systematic review. ,https://pubmed.ncbi.nlm.nih.gov/39123160/,"[-4.6453364e-03  3.3407647e-04  6.6342903e-04  2.6040287e-03
  2.0021407e-03 -5.5817254e-03  9.6341496e-04  7.5902105e-03
 -1.0559680e-03 -3.5881931e-03  2.3342003e-03 -3.6124764e-03
 -7.2498200e-04  7.0545886e-04 -3.5560734e-04 -1.9897136e-03
  3.9226385e-03 -4.0866825e-04 -2.7551723e-03 -2.2853562e-03
  3.7063190e-03 -4.3361814e-04  3.5594527e-03  4.9814291e-04
 -3.1457646e-05 -7.2863200e-05 -2.1284085e-03 -9.5116906e-04
 -3.9123031e-03  6.0427835e-04  2.8945287e-03 -1.6560373e-03
  5.6190789e-04 -3.0130646e-03 -1.5063368e-03  4.8149303e-03
  1.2768754e-03 -2.4150698e-03 -2.6207198e-03 -3.4207525e-03
  9.0966583e-04 -2.0167285e-03 -3.5080300e-03  7.2368991e-04
  6.0397945e-04 -1.1434585e-03 -4.2060926e-03 -3.2436103e-03
  2.8216962e-03  3.6750843e-03  2.2097288e-03 -3.6268167e-03
 -2.8848499e-03 -2.4112763e-03 -3.3007618e-03  1.9872938e-03
  3.0956811e-03 -2.0413809e-03 -2.9680668e-03  1.6955910e-03
  1.5381475e-04  3.5440577e-03  1.5803473e-04 -1.9619432e-03
 -4.4759596e-03  4.0490692e-03 -1.4276605e-03  2.5518409e-03
 -2.0398777e-03  3.3441416e-03 -8.0023607e-04  3.0601539e-03
  3.8424705e-03  1.5278121e-03  3.3605054e-03  9.6431660e-04
 -2.0345503e-04  4.6250405e-04 -1.3922363e-03 -1.6178575e-03
 -4.1516945e-03 -1.7292853e-04  1.5599085e-03  2.9374030e-03
 -6.3079869e-04 -2.8364304e-03  3.8196077e-04  5.3476682e-04
  2.1728745e-03 -2.0604669e-03  1.0758770e-03  9.9769444e-04
  3.2757162e-05  1.3721947e-03  5.8683595e-03  4.6170726e-03
 -6.6193048e-04 -4.0152879e-03 -6.4135354e-04 -1.5590331e-03]"
hepatitis,field-applicable simultaneous multiplex lamp assay for screening hbv and hcv co-infection in a single tube. ,https://pubmed.ncbi.nlm.nih.gov/39123117/,"[-1.9402425e-03  2.9403116e-03  1.9366317e-03  1.3004353e-03
  6.6733710e-04 -3.9812401e-03  3.3057907e-03  5.8431202e-03
 -1.6411390e-03 -3.8596862e-03  1.3815711e-03 -6.2401434e-03
 -2.1000227e-03  1.3286319e-03 -7.8355346e-04 -3.9709991e-04
  4.1680411e-03 -1.3861398e-03 -2.7384614e-03 -4.4648135e-03
  4.3052444e-03  1.6231857e-03  7.0725181e-03 -2.4618418e-03
 -1.7043300e-03  9.4384188e-05 -2.2776811e-03  1.1767394e-04
 -4.5085656e-03  5.3578115e-04  5.1349122e-03  9.4749744e-04
 -1.2739318e-03 -3.3817548e-04 -1.2777671e-03  1.8664289e-03
 -1.7259349e-03 -3.8824445e-03 -3.1868892e-03 -2.7413308e-03
  1.6227074e-03 -3.2265915e-03 -1.2491568e-03  2.3080364e-03
  1.0108500e-03  9.1388560e-04 -1.5003000e-03 -2.3723999e-03
  2.3412516e-03  2.7059738e-03  1.4178100e-03 -1.5523748e-03
 -2.4218196e-03  1.9733396e-03 -2.3343761e-03 -1.0420008e-03
  3.5482720e-03 -2.9945241e-03 -2.7052881e-03  5.8223651e-04
 -2.6154469e-03  3.0754213e-03  6.5927784e-04 -5.0878208e-03
 -2.3485415e-03  3.6680454e-03 -2.9395919e-03  2.6692243e-03
 -2.4496808e-03  1.5670168e-03  1.3848960e-03  2.2505850e-03
  3.9901217e-03 -4.6588559e-04  2.6537704e-03  5.8264309e-04
  1.1700485e-04  1.3007330e-03 -1.4952099e-04 -2.3244224e-03
 -2.7884161e-03  2.0065566e-03  1.1778176e-03  7.7220501e-04
  1.5462919e-04 -1.5794282e-03  2.3282059e-03  1.0545435e-03
  2.2128858e-03  1.0260050e-03  1.2641934e-03  2.2144157e-03
 -9.5099711e-04  2.1045231e-03  4.3137860e-03  4.7382289e-03
  4.0571933e-04 -5.0902199e-03 -2.0222960e-03 -1.2378145e-03]"
hepatitis,assessing the diagnostic accuracy of serological tests for hepatitis delta virus diagnosis: a systematic review and meta-analysis. ,https://pubmed.ncbi.nlm.nih.gov/39122751/,"[-4.9756886e-03  3.4463296e-03  9.2380494e-04  8.2703633e-04
  4.5516649e-03 -3.6591922e-03  1.3765563e-03  7.4305534e-03
 -6.0641784e-03 -2.6383889e-03 -4.0516010e-04 -5.3187395e-03
  8.0014265e-04  4.2243567e-03  2.0036320e-03 -4.8033027e-03
  1.2747911e-03  1.2072467e-03 -4.4161920e-03 -5.2464488e-03
  3.0528721e-03 -1.3181018e-03  5.7838485e-03 -3.1459775e-05
  3.0012719e-05 -4.0337790e-04 -2.4542580e-03 -1.0399895e-03
 -6.8767425e-03 -2.7152537e-03  8.5937008e-03 -2.4669913e-03
  1.1915466e-03 -2.9663490e-03 -2.2091884e-03  2.2362140e-03
  7.9635443e-04 -1.6875362e-03 -3.1008346e-03 -3.1381291e-03
  2.5121241e-03 -2.2397020e-03 -5.1695467e-03  1.6662735e-03
  2.9699849e-03 -1.5303947e-04 -2.4113564e-03 -1.7045708e-03
  2.3084336e-05  1.6806365e-03  1.5700194e-03 -4.6428079e-03
 -3.1358944e-03 -1.9113844e-03 -2.0325356e-03  8.7711326e-04
  1.1286744e-03 -1.8663327e-03 -4.7461712e-03 -9.7262050e-04
  8.6526305e-04 -3.4655933e-04  3.0901653e-03  1.4614555e-04
 -2.7836692e-03  2.7835807e-03  1.4186220e-03  2.5167270e-03
 -3.4406995e-03  4.5399368e-03 -2.0265859e-03  3.9438237e-03
  4.2799087e-03  1.4649363e-03  2.7541402e-03  1.4582751e-03
  1.6476297e-03 -2.9797436e-04 -6.1599282e-04 -4.8874418e-04
 -4.6932764e-04 -1.8832959e-03 -3.0010368e-03  2.5973960e-03
 -2.9479484e-03 -2.0928334e-03  3.1266960e-03  9.5026240e-05
  1.2087105e-03  7.5676950e-04  3.3396690e-03  2.6137368e-03
  1.1100441e-03  1.6111418e-03  6.0977931e-03  5.6095449e-03
  1.5678843e-03 -3.0981565e-03  7.1604975e-04 -2.4145003e-03]"
hepatitis,"a mini-review of isolation, purification, structural characteristics and bioactivities of polysaccharides from aralia elata (miq.) seem. ",https://pubmed.ncbi.nlm.nih.gov/39122067/,"[-3.2190150e-03  4.9908753e-03  3.6918058e-04  1.7481232e-03
  2.4264015e-03 -1.6801744e-03  8.8481442e-04  2.9307366e-03
 -3.1337212e-03 -2.8105099e-03 -1.0555496e-03 -3.7211613e-03
  3.3318897e-04  9.8533183e-04 -2.6022072e-04 -3.4332604e-03
  4.4152965e-03 -4.3571761e-04 -7.8371348e-05 -3.3800513e-03
  4.8374670e-04 -1.9742737e-03  1.0942779e-03 -1.1154666e-03
  1.6068860e-03 -1.8727913e-03  1.5335616e-04  2.5613899e-03
 -4.4756685e-03  1.1182406e-03  1.8123392e-03 -2.8100787e-03
  9.1140182e-04 -4.1528661e-03 -2.8942671e-04  4.0022787e-03
  1.9232077e-03 -3.5487401e-04 -9.2956354e-04 -2.2033390e-03
 -3.0870957e-05 -1.0032923e-03 -2.7984220e-03  7.1088749e-04
  1.6563718e-03  2.8356884e-04 -8.7573886e-04 -2.2316717e-03
 -1.1958532e-03  6.8238151e-04  1.5598467e-03 -2.7106835e-03
 -4.0096003e-03 -2.5616293e-03 -8.9482643e-04  5.3742109e-04
  3.0108083e-03  1.1927891e-03 -3.7574505e-03  1.1489148e-03
 -1.3469025e-03  7.7256549e-04  1.8504364e-03 -3.3013962e-04
 -2.3347773e-03  4.9543264e-03  6.5394497e-04  1.1291656e-03
 -1.9537038e-03  2.7353542e-03 -1.6134944e-03  1.8763217e-03
  4.0436029e-03  2.5444798e-04  3.4924357e-03 -1.2048876e-03
  1.2140287e-03  5.0865783e-05 -3.5116289e-04  5.7896343e-04
 -2.2820986e-03 -1.0005385e-03  2.8809757e-04  1.9663903e-03
 -2.8139297e-03 -1.9221100e-03 -2.5599513e-03 -2.2891073e-03
  8.7759236e-04  3.1614100e-04  9.5323625e-04  1.4715642e-03
  1.8784767e-03  1.2962605e-03  4.8106536e-03  2.9789805e-03
  2.2612752e-03 -6.1082846e-04  1.1930432e-03  1.6768157e-04]"
hepatitis,"serum and urinary biomarkers of vancomycin-induced acute kidney injury: a prospective, observational analysis. ",https://pubmed.ncbi.nlm.nih.gov/39121317/,"[-4.01468156e-03  3.32219666e-03  2.10464350e-03  6.17741025e-04
  1.80525915e-03 -3.68423667e-03  1.57478661e-03  6.02095993e-03
 -4.36260179e-03 -4.76367213e-03  2.04258226e-03 -4.01355652e-03
 -7.24133497e-05 -1.32545386e-03 -6.51034585e-04 -2.08871556e-03
  5.75976027e-03 -3.10770306e-03 -3.59784067e-03 -4.72317170e-03
  1.59473950e-03 -7.86893652e-04  7.69201724e-04 -2.28972686e-03
 -1.07774475e-04  2.24830001e-03 -2.63100024e-03 -6.42522122e-04
 -3.19015188e-03  2.61408952e-03  5.12640225e-03 -1.07794895e-03
 -2.05387152e-03 -1.43392594e-03  5.33856684e-04  1.20427017e-03
 -5.70510165e-04 -2.74533755e-03 -2.08466174e-03 -1.37547194e-03
  1.57951625e-04  3.93287846e-05 -1.50197023e-03  2.92133284e-03
  1.84094172e-03  8.69440497e-04 -9.76733980e-04 -2.51863291e-03
  3.78156750e-04  7.65540404e-04  1.33323611e-03 -3.71103268e-03
 -3.18496441e-03 -4.44750942e-04  1.52171776e-03 -6.33136020e-04
  2.54165637e-03 -5.76160965e-04 -2.55002803e-03  2.50299065e-03
  1.01390942e-05 -1.19553304e-04  2.05286487e-04 -4.57115821e-04
 -1.04868261e-03  1.66999002e-03  2.43526782e-04  2.89710821e-03
  6.34676660e-04 -2.00871054e-05 -2.04057479e-03  1.62799447e-03
  4.21362696e-03 -2.72223988e-04 -7.60405383e-04  1.69075164e-03
 -4.95427448e-05  1.01078511e-03 -3.30618885e-03  7.78139001e-05
 -2.65058130e-03  1.13196627e-04  3.74785770e-04  1.32102321e-03
  1.44200155e-03 -2.83867324e-04  4.58449562e-04  2.37520481e-03
  2.29844358e-03  3.11185810e-04  3.09722591e-03  4.30772360e-03
  1.78159564e-03 -4.94477397e-04  7.19190715e-03  2.71555665e-03
  1.97716034e-03 -6.65303273e-03 -1.21089201e-04 -2.09321245e-03]"
hepatitis,retrospective analysis of serologic test requests in the diagnosis of viral hepatitis: inappropriate test requests and cost.,https://pubmed.ncbi.nlm.nih.gov/39121251/,"[-3.1759264e-03  4.2905784e-03 -1.0174010e-03  3.0273365e-04
  1.1098450e-03 -4.8745191e-03  2.0897160e-03  8.7344171e-03
 -4.1355789e-03 -3.7577044e-04 -1.1099619e-03 -8.1772711e-03
 -3.7190344e-04  2.7474025e-03 -4.4017180e-04 -1.7397614e-03
  1.5735866e-03  5.3793681e-04 -1.6040688e-03 -6.8926378e-03
 -2.3012931e-04  5.1051052e-04  4.4293031e-03 -2.2907138e-03
  1.4765271e-03 -1.1590922e-03  7.9423113e-04  1.5551847e-03
 -7.0192181e-03  3.2418733e-03  5.4192976e-03 -1.9250542e-03
  2.9888381e-03 -4.0097446e-03 -3.2628709e-03  1.4893301e-03
  3.1252529e-03 -2.0307689e-03 -2.4399925e-03 -6.7128129e-03
  5.5868074e-04 -1.5902723e-03 -2.5983769e-03  1.3372836e-03
  3.0226111e-03 -1.3483956e-04 -2.4199190e-03 -3.6406994e-03
  1.6728941e-03 -1.6682690e-04  2.2448280e-03 -1.9795459e-03
 -1.3246746e-03 -1.5765734e-03 -2.8107897e-03 -1.3091912e-03
  1.6183431e-03 -3.5102074e-03 -3.7977968e-03  6.7733444e-04
  2.4818818e-03  5.5587321e-04  2.1582711e-03 -6.9804944e-04
 -4.3841577e-03  2.5891985e-03  1.1194396e-03  4.2865709e-03
 -5.0386200e-03  1.7665823e-03 -1.8297794e-03  3.5442007e-03
  3.0484851e-03  1.6375234e-03  3.0309001e-03  4.4321246e-03
 -2.6387392e-04  2.5282919e-03 -3.0212288e-03 -4.4097376e-04
 -4.0870537e-03 -2.0070070e-04  5.7017599e-04  3.5715110e-03
 -8.1228017e-04 -1.4550316e-03  9.1706344e-05  1.0414533e-03
  5.7213469e-03  3.5562024e-03  1.6293024e-03  8.4383227e-04
  1.6583716e-03 -1.8890592e-03  3.8674008e-03  5.7985168e-03
  1.4971425e-03 -3.4196668e-03  1.7402878e-03  5.6019746e-04]"
hepatitis,drug induced cholestatic liver diseases.                                                             ,https://pubmed.ncbi.nlm.nih.gov/39121063/,"[-3.7366181e-04  3.2505803e-04  3.7828921e-03  3.3837091e-03
  1.1328908e-03 -4.9076537e-03  7.0931530e-04  2.0673757e-03
 -1.5839968e-03 -2.7711594e-03 -3.2580830e-03 -1.3029866e-03
 -2.0655866e-03  5.3052031e-03  2.2290261e-03  3.3751682e-03
  8.5203798e-04  2.2496827e-04  2.0597118e-03  2.5479426e-03
 -5.4347503e-04  1.4218292e-03 -3.8644187e-03  1.8167393e-03
  7.4769033e-04  1.0430905e-03 -1.9327557e-03 -1.9741126e-03
 -2.5741963e-03  4.4836430e-03  2.5967770e-04 -3.4312233e-03
  1.2537092e-05  2.4847388e-03  8.4895559e-04  6.8387599e-03
  3.5260667e-03  2.4930849e-03 -3.4388076e-03  2.2455186e-03
  6.3158572e-03 -1.8745329e-03 -7.1236938e-03  1.9244298e-03
  1.8690514e-03 -2.3859527e-03 -2.8136696e-03  7.6508266e-04
  6.2172723e-05  2.7059630e-04  2.6383591e-03 -3.3845496e-03
  1.5255340e-03  1.3943248e-03 -4.3241130e-03 -1.9004861e-03
 -5.0689168e-03 -3.7047830e-03 -3.8359934e-03  1.1247221e-03
 -4.4420622e-03 -5.9880351e-04  1.3354630e-03 -1.9305863e-03
 -1.7326053e-03 -1.8786183e-03 -1.5575995e-03  2.5179912e-03
 -3.2361429e-03  6.4687370e-03 -1.5278140e-03 -1.7168978e-04
  3.6844518e-03 -2.7806514e-03 -1.4668421e-03  2.5760685e-03
 -4.9207467e-03 -5.4337690e-04  9.6450857e-04  4.3619578e-03
 -5.9303599e-03  4.0411833e-03  3.4152120e-03  4.5622974e-03
  6.7325105e-04 -1.1457398e-03  3.1204331e-03  1.6989127e-03
  4.0622083e-03 -6.1620108e-04  2.8833803e-03  2.3172712e-03
  6.3307246e-04  4.5551728e-03  5.5006384e-03  2.4036199e-03
 -5.1879196e-04  5.2921474e-05 -1.0221231e-03  5.9076948e-03]"
hepatitis,who approves first self-test for hepatitis c.                                                        ,https://pubmed.ncbi.nlm.nih.gov/39120920/,"[-2.5651667e-03  2.7540650e-03  3.0201075e-03 -4.1404739e-04
  1.2023774e-04 -1.8766344e-03 -3.3710752e-05  2.9903164e-03
 -6.4045214e-03 -2.3103187e-04  1.1430180e-03 -2.1156303e-03
  9.7972236e-04  1.4528941e-03  2.3805715e-04 -1.6575077e-03
  2.3384292e-03 -7.4811006e-04 -3.5869835e-03 -1.0479066e-03
  4.4754525e-03  6.6469546e-04  4.1030748e-03 -2.0533144e-03
 -2.0402507e-03 -3.9013624e-04 -6.4328527e-03 -2.8362912e-03
 -6.4897269e-04 -1.8163864e-03  7.9300404e-03 -1.3036098e-03
  6.9901359e-04 -3.0400888e-03 -7.8450801e-04  2.2556081e-03
 -1.5200654e-03  4.5299166e-04 -3.9699716e-03 -7.3990203e-03
  1.6391148e-03 -1.9987500e-03 -1.0730692e-04 -1.1286786e-03
  2.6818409e-04 -1.9400486e-03 -7.0022856e-04  9.4836527e-05
 -3.3429937e-04  1.5435228e-04 -6.9205742e-04 -5.9621022e-03
 -1.5934800e-03  7.2136271e-04 -4.6779173e-03  6.8566762e-04
  2.0647205e-03 -2.6723656e-03  3.4289650e-04 -4.5080503e-04
 -4.3997986e-04 -1.8965758e-03  2.4100456e-03 -1.9366654e-03
 -6.0145282e-03  2.8148836e-03  6.0980540e-04 -7.8772783e-04
 -8.2899572e-04  5.0082575e-03 -2.7576246e-04  3.8291554e-03
  3.3429111e-03 -1.7961544e-04  3.2234553e-03  1.0487144e-03
  2.0906671e-03 -1.3879972e-03 -2.3680993e-03  2.6682764e-03
 -1.0009153e-03 -1.8382620e-03 -1.3830267e-03  3.6276579e-03
  2.1249659e-03 -3.5133187e-03 -2.6070440e-04  3.7726969e-03
  4.4067571e-04  1.9968485e-03 -9.5660733e-05 -4.2285086e-04
  8.1612822e-04 -3.3843000e-03  3.5359256e-03  5.4506860e-03
  3.5689750e-03 -9.4002963e-04  3.2089315e-03  1.0451670e-03]"
hepatitis,hepatitis b virus infection and the risk of gynecologic cancers: a systematic review and meta-analysis. ,https://pubmed.ncbi.nlm.nih.gov/39120631/,"[-5.6183240e-03  7.4818605e-03  8.8028476e-04  2.4615708e-03
  4.4568339e-03 -4.8775245e-03 -3.7231241e-04  9.2413193e-03
 -4.5873951e-03 -3.2976605e-03 -2.3573230e-03 -7.9961848e-03
 -3.2527748e-04  2.9724480e-03  2.5661846e-03 -1.6164890e-03
  3.4084688e-03  1.9530085e-03 -3.3740015e-03 -5.9329942e-03
  2.3597837e-03  3.9909781e-05  3.8693775e-03 -3.4834608e-03
 -1.3507416e-03 -2.7551185e-04 -3.4646979e-03  5.9163911e-05
 -8.5096331e-03 -2.0853230e-03  8.1024105e-03 -2.1624407e-03
  6.7764689e-04 -4.9509578e-03 -3.4624226e-03  6.3188537e-03
  5.0035580e-03 -7.0459937e-04 -4.3874192e-03 -3.2905927e-03
  2.7650164e-04 -4.3393620e-03 -5.5078268e-03  3.4752721e-03
  3.7938235e-03 -2.8647340e-03 -2.0541176e-03 -3.6390373e-03
  2.8376018e-03  1.6896335e-03  3.0123892e-03 -7.0958948e-03
 -2.8800888e-03 -2.6243443e-03 -1.0658607e-03  6.7097571e-04
  3.2278998e-03 -1.7729810e-03 -4.2918199e-03 -2.9957315e-04
  7.7072560e-04  8.4565592e-04  3.8894033e-04  7.1226369e-04
 -3.8442134e-03  4.7289613e-03  7.2960342e-05  4.4829622e-03
 -4.1290731e-03  5.8209109e-03 -1.1677257e-03  3.0079565e-03
  5.9364312e-03  1.2910615e-03  3.5969717e-03  3.4308890e-03
  5.8571226e-04  2.4602066e-05 -2.3152479e-03 -2.3666352e-03
 -3.4915209e-03 -9.9456392e-04 -1.6273032e-03  4.2226990e-03
 -3.4379615e-03 -3.4837972e-03  7.7422644e-04  7.3617866e-04
  2.6847182e-03  1.0887701e-03  1.8536146e-03  3.2192869e-03
  3.0088455e-03 -8.3994400e-04  7.7812150e-03  6.8689333e-03
  1.9392937e-03 -1.0134850e-03  6.9240887e-05 -1.8489056e-03]"
hepatitis,manifestation and progression of metabolic dysfunction-associated steatotic liver disease in a predominately african american population at a multi-specialty healthcare organization. ,https://pubmed.ncbi.nlm.nih.gov/39120181/,"[-4.3034339e-03  4.2263456e-03  5.9042709e-06  3.1629906e-03
  1.9871423e-03 -5.4733669e-03 -4.2270793e-04  5.7269670e-03
 -3.6865096e-03 -3.8278657e-03 -1.5778688e-03 -5.0815940e-03
 -5.9209502e-04  2.8901694e-03  3.3810236e-03 -2.2427477e-03
  1.7661343e-03 -1.8648731e-03 -2.5857748e-03 -2.9377840e-03
  6.9379754e-04  2.2984210e-03  9.5648615e-04 -1.4622354e-04
  6.9623406e-04 -2.8275745e-03 -3.8938031e-03 -1.1165383e-03
 -2.5776406e-03  2.7484267e-03  2.7290832e-03 -6.9674692e-04
  2.8273850e-04 -3.7708965e-03 -3.2569044e-03  4.6570092e-03
  9.7227318e-04 -3.4080357e-03 -4.7118138e-03 -1.5414171e-03
  1.1607001e-03 -2.7894587e-03 -2.4408570e-03  3.9447104e-03
  2.1659788e-03  3.2650074e-04 -1.9762972e-03 -1.0680351e-03
  7.9927780e-04  1.7284614e-04  1.5411857e-03 -3.3825613e-03
 -5.5756969e-03 -2.4862601e-03 -9.9272211e-04  2.6602874e-04
  2.4346136e-03  1.6152067e-05 -1.2291634e-03  1.2244096e-03
 -1.9052016e-03  2.2629690e-03  3.1812635e-04  2.7040020e-04
 -2.0994414e-03  1.1373804e-03  1.0214781e-03  3.4085400e-03
 -2.4797139e-03  2.0416102e-03 -1.1165360e-03  1.2114013e-03
  2.8085257e-03 -4.4369735e-04  2.6447973e-03 -2.4216087e-04
  1.3894512e-03  2.8329357e-03 -3.1479751e-03 -1.2293635e-03
 -4.4439482e-03  2.4198990e-03  6.8850160e-05  1.9568582e-03
  7.7910314e-04 -1.2280564e-03  1.6296761e-03  2.0473585e-03
  4.1847862e-03  1.4868013e-03  2.2667325e-03  1.8236844e-03
  5.7197938e-04  7.7996810e-04  6.6864453e-03  3.2062139e-03
  1.3466859e-03 -2.3654925e-03  1.5539502e-03 -7.9980504e-04]"
hepatitis,sars-cov-2 papain-like protease inhibits isgylation of the viral nucleocapsid protein to evade host anti-viral immunity. ,https://pubmed.ncbi.nlm.nih.gov/39120134/,"[-4.0746434e-03  2.0935270e-03 -5.6174461e-04  6.1529025e-04
  8.1180659e-04 -4.0642456e-03 -1.1461624e-03  2.2387318e-03
 -2.9716187e-03 -4.2431813e-04 -1.2543111e-03 -4.0035341e-03
 -5.9013482e-04  2.7638150e-03  9.7374938e-04 -3.6577468e-03
  1.0105115e-03  1.0910940e-03  8.1033079e-04 -4.6086921e-03
  6.8314199e-04 -1.6194663e-03  8.3524786e-04  3.4085715e-05
 -1.9432558e-04 -9.9249868e-05 -1.8172238e-03  6.3830183e-04
 -5.6820973e-03  1.0061628e-03  1.1928917e-03 -6.2555628e-04
 -5.5342767e-04 -2.6981162e-03 -1.3212439e-03  2.1986517e-03
  7.4825785e-04 -1.2490214e-03 -1.5928404e-03 -2.6258060e-03
  7.2050188e-04 -1.7139895e-03 -5.7776086e-04  2.7825963e-04
  3.3640971e-03 -1.4707558e-03 -4.2904736e-03 -1.8378610e-03
  2.6781971e-03 -4.6130715e-04  1.7559598e-03 -1.6944063e-03
 -1.4622554e-03 -7.4910664e-04 -7.6158816e-04 -1.3385327e-03
  2.1335285e-03 -2.6781731e-03 -2.1934072e-03 -6.0620532e-05
  4.7504081e-04 -4.1641749e-04  1.7616929e-03 -1.5764483e-03
 -2.4516259e-03  2.2058629e-03 -1.5523843e-03  2.9670114e-03
 -2.4558268e-03  1.5841215e-03 -1.1393902e-03  4.3358207e-03
  2.9162366e-03 -2.2088117e-03  2.4133942e-03  2.1718538e-03
  1.8463921e-03  1.5188307e-03  2.3937007e-05 -6.3792366e-05
 -5.1183882e-03 -3.2599564e-03 -2.7086257e-04  2.1324926e-03
  4.1625233e-04  1.0811191e-03 -8.8746211e-04  2.6537068e-03
  2.4494017e-03  1.3649297e-03 -1.8688383e-03  1.7825841e-03
  4.2816056e-03 -1.7800208e-03  3.5212894e-03  4.0819063e-03
  2.5415102e-03  4.5652801e-04  2.6329239e-03 -1.2576600e-04]"
